time unit: ms, alt_iplrom:iplrom|address, alt_iplrom:iplrom|address[4], alt_iplrom:iplrom|address[3], alt_iplrom:iplrom|address[2], alt_iplrom:iplrom|address[1], alt_iplrom:iplrom|address[0], alt_iplrom:iplrom|clock, alt_iplrom:iplrom|q, alt_iplrom:iplrom|q[7], alt_iplrom:iplrom|q[6], alt_iplrom:iplrom|q[5], alt_iplrom:iplrom|q[4], alt_iplrom:iplrom|q[3], alt_iplrom:iplrom|q[2], alt_iplrom:iplrom|q[1], alt_iplrom:iplrom|q[0], fz80:Z80|reset_in, fz80:Z80|iorq, fz80:Z80|adr, fz80:Z80|adr[15], fz80:Z80|adr[14], fz80:Z80|adr[13], fz80:Z80|adr[12], fz80:Z80|adr[11], fz80:Z80|adr[10], fz80:Z80|adr[9], fz80:Z80|adr[8], fz80:Z80|adr[7], fz80:Z80|adr[6], fz80:Z80|adr[5], fz80:Z80|adr[4], fz80:Z80|adr[3], fz80:Z80|adr[2], fz80:Z80|adr[1], fz80:Z80|adr[0], fz80:Z80|data_in, fz80:Z80|data_in[7], fz80:Z80|data_in[6], fz80:Z80|data_in[5], fz80:Z80|data_in[4], fz80:Z80|data_in[3], fz80:Z80|data_in[2], fz80:Z80|data_in[1], fz80:Z80|data_in[0], fz80:Z80|data_out, fz80:Z80|data_out[7], fz80:Z80|data_out[6], fz80:Z80|data_out[5], fz80:Z80|data_out[4], fz80:Z80|data_out[3], fz80:Z80|data_out[2], fz80:Z80|data_out[1], fz80:Z80|data_out[0], 
0, XX, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, X, X, XXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, 
64, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
65, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
66, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
67, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
68, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
69, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
70, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
71, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
72, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
73, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
74, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
75, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
76, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
77, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
78, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
79, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
80, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
81, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
82, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
83, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
84, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
85, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
86, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
87, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
88, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
89, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
90, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
91, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
92, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
93, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
94, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
95, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
96, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
97, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
98, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
99, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
100, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
101, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
102, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
103, 13, 1, 0, 0, 1, 1, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
104, 13, 1, 0, 0, 1, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
105, 14, 1, 0, 1, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
106, 14, 1, 0, 1, 0, 0, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
107, 14, 1, 0, 1, 0, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
108, 14, 1, 0, 1, 0, 0, 1, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 79, 0, 1, 1, 1, 1, 0, 0, 1, 03, 0, 0, 0, 0, 0, 0, 1, 1, 
109, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
110, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
111, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
112, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
113, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
114, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
115, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
116, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
117, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
118, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
119, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
120, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
121, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
122, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
123, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
124, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
125, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
126, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
127, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
128, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
129, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
130, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
131, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
132, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
133, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
134, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
135, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
136, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
137, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
138, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
139, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
140, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
141, 14, 1, 0, 1, 0, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
142, 14, 1, 0, 1, 0, 0, 1, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, B0, 1, 0, 1, 1, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 
