what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1339241828889
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1339241828891
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1339241828891
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1339241828892
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1339241828892
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1339241828893
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1339241828894
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1339241828895
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1339241828895
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1339241828896
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1339241828897
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1339241828898
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1339241828898
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1339241828898
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1339241828899
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1339241828899
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1339241828899
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1339241828899
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1339241828900
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1339241828900
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1339241828901
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1339241828901
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1339241828902
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1339241828902
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1339241828902
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1339241828902
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1339241828903
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1339241828903
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1339241828903
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1339241828903
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1339241828904
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1339241828904
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1339241828904
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1339241828905
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1339241828905
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1339241828905
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1339241828906
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1339241828906
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1339241828906
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1339241828907
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1339241828907
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1339241828908
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1339241828909
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1339241828909
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1339241828909
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1339241828909
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1339241828910
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1339241828910
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1339241828910
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1339241828911
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1339241828911
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1339241828912
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1339241828912
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1339241828912
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1339241828913
started,bundle,com.altera.sbtgui.integration,11.1.0.216,"com.altera.sbtgui.integration",1339241828913
started,bundle,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch",1339241828914
started,bundle,com.altera.sbtgui.project,11.1.0.216,"com.altera.sbtgui.project",1339241828914
started,bundle,com.altera.systemconsole,11.1.0.216,"com.altera.systemconsole",1339241828914
started,bundle,com.altera.utilities,11.1.0.216,"com.altera.utilities",1339241828914
os,sysinfo,,,"win32",1339241828916
arch,sysinfo,,,"x86",1339241828916
ws,sysinfo,,,"win32",1339241828916
locale,sysinfo,,,"ja_JP",1339241828916
processors,sysinfo,,,"4",1339241828916
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1339241828916
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1339241828916
java.specification.name,sysinfo,,,"Java Platform API Specification",1339241828916
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1339241828916
java.specification.version,sysinfo,,,"1.6",1339241828916
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1339241828916
java.version,sysinfo,,,"1.6.0_23",1339241828916
java.vm.info,sysinfo,,,"mixed mode",1339241828916
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1339241828916
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1339241828916
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1339241828916
java.vm.specification.version,sysinfo,,,"1.0",1339241828916
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1339241828916
java.vm.version,sysinfo,,,"19.0-b09",1339241828916
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339241834784
started,bundle,com.altera.sbtgui.core,11.1.0.216,"com.altera.sbtgui.core",1339241835126
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1339241835168
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339241839257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339241839282
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1339241839332
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339241842319
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339241846712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339241942085
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339241947468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339241962814
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1339241962834
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1339241962834
